State,ZipCode,TaxRegionName,CombinedRate
IL,62531,"CHRISTIAN COUNTY",0.0725
IL,62532,"MACON COUNTY",0.075
IL,62533,"MONTGOMERY COUNTY",0.0625
IL,62534,FINDLAY,0.0725
IL,62535,FORSYTH,0.085
IL,62536,"SANGAMON COUNTY",0.0625
IL,62537,HARRISTOWN,0.075
IL,62538,"MONTGOMERY COUNTY",0.0625
IL,62539,ILLIOPOLIS,0.0625
IL,62540,KINCAID,0.0725
IL,62541,"LOGAN COUNTY",0.0775
IL,62543,LATHAM,0.0775
IL,62544,MACON,0.075
IL,62545,"SANGAMON COUNTY",0.0625
IL,62546,MORRISONVILLE,0.0725
IL,62547,"MOUNT AUBURN",0.0725
IL,62548,"MOUNT PULASKI",0.0775
IL,62549,"MOUNT ZION",0.075
IL,62550,"MOWEAQUA (SHELBY CO)",0.0725
IL,62551,NIANTIC,0.075
IL,62553,OCONEE,0.0725
IL,62554,"MACON COUNTY",0.075
IL,62555,"CHRISTIAN COUNTY",0.0725
IL,62556,PALMER,0.0725
IL,62557,"PANA (CHRISTIAN CO)",0.0725
IL,62558,PAWNEE,0.0625
IL,62560,RAYMOND,0.0625
IL,62561,RIVERTON,0.0625
IL,62563,"SANGAMON COUNTY",0.0625
IL,62565,"SHELBYVILLE BUS DIST",0.0825
IL,62567,STONINGTON,0.0725
IL,62568,TAYLORVILLE,0.08
IL,62570,TOVEY,0.0725
IL,62571,"TOWER HILL",0.0725
IL,62572,"MACOUPIN COUNTY",0.0625
IL,62573,WARRENSBURG,0.075
IL,62601,"MORGAN COUNTY",0.0725
IL,62610,ALSEY,0.0725
IL,62611,"CASS COUNTY",0.0825
IL,62612,ASHLAND,0.0825
IL,62613,"MENARD COUNTY",0.0725
IL,62615,AUBURN,0.0625
IL,62617,"MASON COUNTY",0.0725
IL,62618,BEARDSTOWN,0.0825
IL,62621,"SCOTT COUNTY",0.0725
IL,62622,"CASS COUNTY",0.0825
IL,62624,BROWNING,0.0725
IL,62625,"SANGAMON COUNTY",0.0625
IL,62626,CARLINVILLE,0.0725
IL,62627,CHANDLERVILLE,0.0825
IL,62628,CHAPIN,0.0725
IL,62629,CHATHAM,0.0625
IL,62630,"MACOUPIN COUNTY",0.0625
IL,62631,CONCORD,0.0725
IL,62633,"MASON COUNTY",0.0725
IL,62634,"LOGAN COUNTY",0.0775
IL,62635,EMDEN,0.0775
IL,62638,"MORGAN COUNTY",0.0725
IL,62639,"SCHUYLER COUNTY",0.0725
IL,62640,GIRARD,0.0625
IL,62642,"MENARD COUNTY",0.0725
IL,62643,"LOGAN COUNTY",0.0775
IL,62644,HAVANA,0.0775
IL,62649,"MACOUPIN COUNTY",0.0625
IL,62650,JACKSONVILLE,0.08
IL,62651,JACKSONVILLE,0.08
IL,62655,"MASON COUNTY",0.0725
IL,62656,LINCOLN,0.0825
IL,62659,PETERSBURG,0.0725
IL,62660,"MORGAN COUNTY",0.0725
IL,62661,"SANGAMON COUNTY",0.0625
IL,62662,WAVERLY,0.0725
IL,62663,MANCHESTER,0.0725
IL,62664,"MASON CITY (MASON CO)",0.0725
IL,62665,MEREDOSIA,0.0725
IL,62666,MIDDLETOWN,0.0775
IL,62667,"MACOUPIN COUNTY",0.0625
IL,62668,"MORGAN COUNTY",0.0725
IL,62670,"SANGAMON COUNTY",0.0625
IL,62671,"NEW HOLLAND",0.0775
IL,62672,NILWOOD,0.0625
IL,62673,"MENARD COUNTY",0.0725
IL,62674,"MACOUPIN COUNTY",0.0625
IL,62675,"MENARD COUNTY",0.0725
IL,62677,"SANGAMON COUNTY",0.0625
IL,62681,RUSHVILLE,0.0725
IL,62682,"SAN JOSE (MASON CO)",0.0725
IL,62683,SCOTTVILLE,0.0625
IL,62684,SHERMAN,0.0675
IL,62685,"MACOUPIN COUNTY",0.0625
IL,62688,"MENARD COUNTY",0.0725
IL,62689,THAYER,0.0625
IL,62690,"VIRDEN (MACOUPIN CO)",0.0625
IL,62691,VIRGINIA,0.0825
IL,62692,WAVERLY,0.0725
IL,62693,WILLIAMSVILLE,0.0675
IL,62694,"SCOTT COUNTY",0.0725
IL,62695,WOODSON,0.0725
IL,62701,SPRINGFIELD,0.085
IL,62702,SPRINGFIELD,0.085
IL,62703,SPRINGFIELD,0.085
IL,62704,SPRINGFIELD,0.085
IL,62705,SPRINGFIELD,0.085
IL,62706,SPRINGFIELD,0.085
IL,62707,"SANGAMON COUNTY",0.0625
IL,62708,SPRINGFIELD,0.085
IL,62711,SPRINGFIELD,0.085
IL,62712,SPRINGFIELD,0.085
IL,62715,SPRINGFIELD,0.085
IL,62716,"SANGAMON COUNTY",0.0625
IL,62719,SPRINGFIELD,0.085
IL,62722,SPRINGFIELD,0.085
IL,62723,SPRINGFIELD,0.085
IL,62726,SPRINGFIELD,0.085
IL,62736,SPRINGFIELD,0.085
IL,62739,SPRINGFIELD,0.085
IL,62756,SPRINGFIELD,0.085
IL,62757,SPRINGFIELD,0.085
IL,62761,SPRINGFIELD,0.085
IL,62762,SPRINGFIELD,0.085
IL,62763,SPRINGFIELD,0.085
IL,62764,SPRINGFIELD,0.085
IL,62765,SPRINGFIELD,0.085
IL,62766,SPRINGFIELD,0.085
IL,62767,SPRINGFIELD,0.085
IL,62769,SPRINGFIELD,0.085
IL,62776,SPRINGFIELD,0.085
IL,62777,SPRINGFIELD,0.085
IL,62781,SPRINGFIELD,0.085
IL,62786,SPRINGFIELD,0.085
IL,62791,SPRINGFIELD,0.085
IL,62796,SPRINGFIELD,0.085
IL,62801,"CENTRALIA (MARION CO)",0.065
IL,62803,"WASHINGTON COUNTY",0.0625
IL,62806,ALBION,0.0625
IL,62807,"MARION COUNTY",0.065
IL,62808,"WASHINGTON COUNTY",0.0625
IL,62809,"WAYNE COUNTY",0.07
IL,62810,"JEFFERSON COUNTY",0.0675
IL,62811,BELLMONT,0.0625
IL,62812,BENTON,0.085
IL,62814,"JEFFERSON COUNTY",0.0675
IL,62815,"EDWARDS COUNTY",0.0625
IL,62816,"JEFFERSON COUNTY",0.0675
IL,62817,BROUGHTON,0.0725
IL,62818,BROWNS,0.0625
IL,62819,BUCKNER,0.0725
IL,62820,"WHITE COUNTY",0.0725
IL,62821,CARMI,0.08
IL,62822,CHRISTOPHER,0.0825
IL,62823,CISNE,0.07
IL,62824,"CLAY COUNTY",0.0675
IL,62825,NORTH,0.0725
IL,62827,CROSSVILLE,0.0725
IL,62828,DAHLGREN,0.0725
IL,62829,"HAMILTON COUNTY",0.0725
IL,62830,"JEFFERSON COUNTY",0.0675
IL,62831,"WASHINGTON COUNTY",0.0625
IL,62832,"DU QUOIN",0.0925
IL,62833,"EDWARDS COUNTY",0.0625
IL,62834,"WHITE COUNTY",0.0725
IL,62835,"WHITE COUNTY",0.0725
IL,62836,"FRANKLIN COUNTY",0.0725
IL,62837,FAIRFIELD,0.07
IL,62838,"FARINA (FAYETTE CO)",0.0625
IL,62839,FLORA,0.0725
IL,62840,"WEST FRANKFORT",0.0825
IL,62841,"FREEMAN SPUR (WILLIAMSON CO)",0.0725
IL,62842,JEFFERSONVILLE,0.07
IL,62843,"GOLDEN GATE",0.07
IL,62844,"GRAYVILLE (WHITE CO)",0.0725
IL,62846,"JEFFERSON COUNTY",0.0675
IL,62848,IRVINGTON,0.0625
IL,62849,"MARION COUNTY",0.065
IL,62850,"WAYNE COUNTY",0.07
IL,62851,"JEFFERSON COUNTY",0.0675
IL,62852,KEENSBURG,0.0625
IL,62853,"MARION COUNTY",0.065
IL,62854,"MARION COUNTY",0.065
IL,62856,HANAFORD,0.0725
IL,62858,"CLAY COUNTY",0.0675
IL,62859,MCLEANSBORO,0.0725
IL,62860,"FRANKLIN COUNTY",0.0725
IL,62861,MAUNIE,0.0725
IL,62862,"WHITE COUNTY",0.0725
IL,62863,"MOUNT CARMEL",0.0625
IL,62864,"MOUNT VERNON",0.0825
IL,62865,"FRANKLIN COUNTY",0.0725
IL,62867,"NEW HAVEN",0.0725
IL,62868,"RICHLAND COUNTY",0.0675
IL,62869,"NORRIS CITY (WHITE CO)",0.0725
IL,62870,"MARION COUNTY",0.065
IL,62871,"GALLATIN COUNTY",0.0725
IL,62872,"JEFFERSON COUNTY",0.0675
IL,62874,ORIENT,0.0725
IL,62875,"MARION COUNTY",0.065
IL,62876,RADOM,0.0625
IL,62877,"WASHINGTON COUNTY",0.0625
IL,62878,"WAYNE COUNTY",0.07
IL,62879,"SAILOR SPRINGS",0.0675
IL,62880,"SAINT PETER",0.0625
IL,62881,SALEM,0.075
IL,62882,"MARION COUNTY",0.065
IL,62883,"JEFFERSON COUNTY",0.0675
IL,62884,SESSER,0.085
IL,62885,"FAYETTE COUNTY",0.0625
IL,62886,SIMS,0.07
IL,62887,ENFIELD,0.0725
IL,62888,"PERRY COUNTY",0.0775
IL,62889,"JEFFERSON COUNTY",0.0675
IL,62890,"FRANKLIN COUNTY",0.0725
IL,62891,CHRISTOPHER,0.0825
IL,62892,"MARION COUNTY",0.065
IL,62893,"MARION COUNTY",0.065
IL,62894,"JEFFERSON COUNTY",0.0675
IL,62895,"WAYNE (CITY)",0.07
IL,62896,"WEST FRANKFORT",0.0825
IL,62897,"FRANKLIN COUNTY",0.0725
IL,62898,"JEFFERSON COUNTY",0.0675
IL,62899,"CLAY COUNTY",0.0675
IL,62901,"CARBONDALE (JACKSON CO)",0.0875
IL,62902,"JACKSON COUNTY",0.0625
IL,62903,"JACKSON COUNTY",0.0625
IL,62905,"ALTO PASS",0.075
IL,62906,ANNA,0.075
IL,62907,"JACKSON COUNTY",0.0625
IL,62908,"MASSAC COUNTY",0.0625
IL,62909,"JOHNSON COUNTY",0.0675
IL,62910,"MASSAC COUNTY",0.0625
IL,62912,"JOHNSON COUNTY",0.0675
IL,62914,CAIRO,0.0625
IL,62915,CAMBRIA,0.0725
IL,62916,"JACKSON COUNTY",0.0625
IL,62917,"SALINE COUNTY",0.08
IL,62918,CARTERVILLE,0.0875
IL,62919,CAVE-IN-ROCK,0.0725
IL,62920,"UNION COUNTY",0.075
IL,62921,COLP,0.0725
IL,62922,"WILLIAMSON COUNTY",0.0725
IL,62923,"JOHNSON COUNTY",0.0675
IL,62924,"JACKSON COUNTY",0.0625
IL,62926,"UNION COUNTY",0.075
IL,62927,DOWELL,0.0625
IL,62928,EDDYVILLE,0.0625
IL,62930,ELDORADO,0.08
IL,62931,ELIZABETHTOWN,0.0725
IL,62932,"JACKSON COUNTY",0.0625
IL,62933,ENERGY,0.0725
IL,62934,EQUALITY,0.0725
IL,62935,"SALINE COUNTY",0.08
IL,62938,GOLCONDA,0.0625
IL,62939,"JOHNSON COUNTY",0.0675
IL,62940,"JACKSON COUNTY",0.0625
IL,62941,"PULASKI COUNTY",0.0625
IL,62942,"GRAND TOWER",0.0625
IL,62943,"JOHNSON COUNTY",0.0675
IL,62946,HARRISBURG,0.08
IL,62947,"POPE COUNTY",0.0625
IL,62948,HERRIN,0.0875
IL,62949,HURST,0.0825
IL,62950,"JACKSON COUNTY",0.0625
IL,62951,JOHNSTON,0.0875
IL,62952,"UNION COUNTY",0.075
IL,62953,JOPPA,0.0625
IL,62954,"GALLATIN COUNTY",0.0725
IL,62955,"HARDIN COUNTY",0.0725
IL,62956,KARNAK,0.0625
IL,62957,"ALEXANDER COUNTY",0.0625
IL,62958,"JACKSON COUNTY",0.0625
IL,62959,MARION,0.085
IL,62960,METROPOLIS,0.0625
IL,62961,"MILL CREEK",0.075
IL,62962,"ALEXANDER COUNTY",0.0625
IL,62963,MOUND,0.0625
IL,62964,MOUNDS,0.0625
IL,62965,MUDDY,0.08
IL,62966,"JACKSON COUNTY",0.0625
IL,62967,"NEW BURNSIDE",0.0675
IL,62969,"ALEXANDER COUNTY",0.0625
IL,62970,"PULASKI COUNTY",0.0625
IL,62971,"JACKSON COUNTY",0.0625
IL,62972,"JOHNSON COUNTY",0.0675
IL,62973,"PULASKI COUNTY",0.0625
IL,62974,"WILLIAMSON COUNTY",0.0725
IL,62975,"JACKSON COUNTY",0.0625
IL,62976,"PULASKI COUNTY",0.0625
IL,62977,"SALINE COUNTY",0.08
IL,62979,RIDGWAY,0.0725
IL,62982,ROSICLARE,0.0725
IL,62983,ROYALTON,0.0725
IL,62984,SHAWNEETOWN,0.0725
IL,62985,"JOHNSON COUNTY",0.0675
IL,62987,"SALINE COUNTY",0.08
IL,62988,"ALEXANDER COUNTY",0.0625
IL,62990,"ALEXANDER COUNTY",0.0625
IL,62992,ULLIN,0.0625
IL,62994,"JACKSON COUNTY",0.0625
IL,62995,"JOHNSON COUNTY",0.0675
IL,62996,"PULASKI COUNTY",0.0625
IL,62997,WILLISVILLE,0.0775
IL,62998,"UNION COUNTY",0.075
IL,62999,ZEIGLER,0.0725
IN,46001,"INDIANA STATE",0.07
IN,46011,"INDIANA STATE",0.07
IN,46012,"INDIANA STATE",0.07
IN,46013,"INDIANA STATE",0.07
IN,46015,"INDIANA STATE",0.07
IN,46016,"INDIANA STATE",0.07
IN,46017,"INDIANA STATE",0.07
IN,46018,"INDIANA STATE",0.07
IN,46030,"INDIANA STATE",0.07
IN,46031,"INDIANA STATE",0.07
IN,46032,"INDIANA STATE",0.07
IN,46033,"INDIANA STATE",0.07
IN,46034,"INDIANA STATE",0.07
IN,46035,"INDIANA STATE",0.07
IN,46036,"INDIANA STATE",0.07
IN,46037,"INDIANA STATE",0.07
IN,46038,"INDIANA STATE",0.07
IN,46039,"INDIANA STATE",0.07
IN,46040,"INDIANA STATE",0.07
IN,46041,"INDIANA STATE",0.07
IN,46044,"INDIANA STATE",0.07
IN,46045,"INDIANA STATE",0.07
IN,46047,"INDIANA STATE",0.07
IN,46048,"INDIANA STATE",0.07
IN,46049,"INDIANA STATE",0.07
IN,46050,"INDIANA STATE",0.07
IN,46051,"INDIANA STATE",0.07
IN,46052,"INDIANA STATE",0.07
IN,46055,"INDIANA STATE",0.07
IN,46056,"INDIANA STATE",0.07
IN,46057,"INDIANA STATE",0.07
IN,46058,"INDIANA STATE",0.07
IN,46060,"INDIANA STATE",0.07
IN,46061,"INDIANA STATE",0.07
IN,46062,"INDIANA STATE",0.07
IN,46063,"INDIANA STATE",0.07
IN,46064,"INDIANA STATE",0.07
IN,46065,"INDIANA STATE",0.07
IN,46067,"INDIANA STATE",0.07
IN,46068,"INDIANA STATE",0.07
IN,46069,"INDIANA STATE",0.07
IN,46070,"INDIANA STATE",0.07
IN,46071,"INDIANA STATE",0.07
IN,46072,"INDIANA STATE",0.07
IN,46074,"INDIANA STATE",0.07
IN,46075,"INDIANA STATE",0.07
IN,46076,"INDIANA STATE",0.07
IN,46077,"INDIANA STATE",0.07
IN,46082,"INDIANA STATE",0.07
IN,46102,"INDIANA STATE",0.07
IN,46103,"INDIANA STATE",0.07
IN,46104,"INDIANA STATE",0.07
IN,46105,"INDIANA STATE",0.07
IN,46106,"INDIANA STATE",0.07
IN,46107,"INDIANA STATE",0.07
IN,46110,"INDIANA STATE",0.07
IN,46111,"INDIANA STATE",0.07
IN,46112,"INDIANA STATE",0.07
IN,46113,"INDIANA STATE",0.07
IN,46115,"INDIANA STATE",0.07
IN,46117,"INDIANA STATE",0.07
IN,46118,"INDIANA STATE",0.07
IN,46120,"INDIANA STATE",0.07
IN,46121,"INDIANA STATE",0.07
IN,46122,"INDIANA STATE",0.07
IN,46123,"INDIANA STATE",0.07
IN,46124,"INDIANA STATE",0.07
IN,46125,"INDIANA STATE",0.07
IN,46126,"INDIANA STATE",0.07
IN,46127,"INDIANA STATE",0.07
IN,46128,"INDIANA STATE",0.07
IN,46129,"INDIANA STATE",0.07
IN,46130,"INDIANA STATE",0.07
IN,46131,"INDIANA STATE",0.07
IN,46133,"INDIANA STATE",0.07
IN,46135,"INDIANA STATE",0.07
IN,46140,"INDIANA STATE",0.07
IN,46142,"INDIANA STATE",0.07
IN,46143,"INDIANA STATE",0.07
IN,46144,"INDIANA STATE",0.07
IN,46146,"INDIANA STATE",0.07
IN,46147,"INDIANA STATE",0.07
IN,46148,"INDIANA STATE",0.07
IN,46149,"INDIANA STATE",0.07
IN,46150,"INDIANA STATE",0.07
IN,46151,"INDIANA STATE",0.07
IN,46154,"INDIANA STATE",0.07
IN,46155,"INDIANA STATE",0.07
IN,46156,"INDIANA STATE",0.07
IN,46157,"INDIANA STATE",0.07
IN,46158,"INDIANA STATE",0.07
IN,46160,"INDIANA STATE",0.07
IN,46161,"INDIANA STATE",0.07
IN,46162,"INDIANA STATE",0.07
IN,46163,"INDIANA STATE",0.07
IN,46164,"INDIANA STATE",0.07
IN,46165,"INDIANA STATE",0.07
IN,46166,"INDIANA STATE",0.07
IN,46167,"INDIANA STATE",0.07
IN,46168,"INDIANA STATE",0.07
IN,46170,"INDIANA STATE",0.07
IN,46171,"INDIANA STATE",0.07
IN,46172,"INDIANA STATE",0.07
IN,46173,"INDIANA STATE",0.07
IN,46175,"INDIANA STATE",0.07
IN,46176,"INDIANA STATE",0.07
IN,46180,"INDIANA STATE",0.07
IN,46181,"INDIANA STATE",0.07
IN,46182,"INDIANA STATE",0.07
IN,46183,"INDIANA STATE",0.07
IN,46184,"INDIANA STATE",0.07
IN,46186,"INDIANA STATE",0.07
IN,46201,"INDIANA STATE",0.07
IN,46202,"INDIANA STATE",0.07
IN,46203,"INDIANA STATE",0.07
IN,46204,"INDIANA STATE",0.07
IN,46205,"INDIANA STATE",0.07
IN,46206,"INDIANA STATE",0.07
IN,46208,"INDIANA STATE",0.07
IN,46209,"INDIANA STATE",0.07
IN,46210,"INDIANA STATE",0.07
IN,46211,"INDIANA STATE",0.07
IN,46213,"INDIANA STATE",0.07
IN,46214,"INDIANA STATE",0.07
IN,46216,"INDIANA STATE",0.07
IN,46217,"INDIANA STATE",0.07
IN,46218,"INDIANA STATE",0.07
IN,46219,"INDIANA STATE",0.07
IN,46220,"INDIANA STATE",0.07
IN,46221,"INDIANA STATE",0.07
IN,46222,"INDIANA STATE",0.07
IN,46224,"INDIANA STATE",0.07
IN,46225,"INDIANA STATE",0.07
IN,46226,"INDIANA STATE",0.07
IN,46227,"INDIANA STATE",0.07
IN,46228,"INDIANA STATE",0.07
IN,46229,"INDIANA STATE",0.07
IN,46230,"INDIANA STATE",0.07
IN,46231,"INDIANA STATE",0.07
IN,46234,"INDIANA STATE",0.07
IN,46235,"INDIANA STATE",0.07
IN,46236,"INDIANA STATE",0.07
IN,46237,"INDIANA STATE",0.07
IN,46239,"INDIANA STATE",0.07
IN,46240,"INDIANA STATE",0.07
IN,46241,"INDIANA STATE",0.07
IN,46242,"INDIANA STATE",0.07
IN,46244,"INDIANA STATE",0.07
IN,46247,"INDIANA STATE",0.07
IN,46249,"INDIANA STATE",0.07
IN,46250,"INDIANA STATE",0.07
IN,46251,"INDIANA STATE",0.07
IN,46253,"INDIANA STATE",0.07
IN,46254,"INDIANA STATE",0.07
IN,46255,"INDIANA STATE",0.07
IN,46256,"INDIANA STATE",0.07
IN,46259,"INDIANA STATE",0.07
IN,46260,"INDIANA STATE",0.07
IN,46268,"INDIANA STATE",0.07
IN,46274,"INDIANA STATE",0.07
IN,46275,"INDIANA STATE",0.07
IN,46277,"INDIANA STATE",0.07
IN,46278,"INDIANA STATE",0.07
IN,46280,"INDIANA STATE",0.07
IN,46282,"INDIANA STATE",0.07
IN,46283,"INDIANA STATE",0.07
IN,46285,"INDIANA STATE",0.07
IN,46290,"INDIANA STATE",0.07
IN,46298,"INDIANA STATE",0.07
IN,46301,"INDIANA STATE",0.07
IN,46302,"INDIANA STATE",0.07
IN,46303,"INDIANA STATE",0.07
IN,46304,"INDIANA STATE",0.07
IN,46307,"INDIANA STATE",0.07
IN,46308,"INDIANA STATE",0.07
IN,46310,"INDIANA STATE",0.07
IN,46311,"INDIANA STATE",0.07
IN,46312,"INDIANA STATE",0.07
IN,46319,"INDIANA STATE",0.07
IN,46320,"INDIANA STATE",0.07
IN,46321,"INDIANA STATE",0.07
IN,46322,"INDIANA STATE",0.07
IN,46323,"INDIANA STATE",0.07
IN,46324,"INDIANA STATE",0.07
IN,46327,"INDIANA STATE",0.07
IN,46340,"INDIANA STATE",0.07
IN,46341,"INDIANA STATE",0.07
IN,46342,"INDIANA STATE",0.07
IN,46345,"INDIANA STATE",0.07
IN,46346,"INDIANA STATE",0.07
IN,46347,"INDIANA STATE",0.07
IN,46348,"INDIANA STATE",0.07
IN,46349,"INDIANA STATE",0.07
IN,46350,"INDIANA STATE",0.07
IN,46355,"INDIANA STATE",0.07
IN,46356,"INDIANA STATE",0.07
IN,46360,"INDIANA STATE",0.07
IN,46365,"INDIANA STATE",0.07
IN,46366,"INDIANA STATE",0.07
IN,46368,"INDIANA STATE",0.07
IN,46371,"INDIANA STATE",0.07
IN,46372,"INDIANA STATE",0.07
IN,46373,"INDIANA STATE",0.07
IN,46374,"INDIANA STATE",0.07
IN,46375,"INDIANA STATE",0.07
IN,46376,"INDIANA STATE",0.07
IN,46377,"INDIANA STATE",0.07
IN,46379,"INDIANA STATE",0.07
IN,46380,"INDIANA STATE",0.07
IN,46381,"INDIANA STATE",0.07
IN,46382,"INDIANA STATE",0.07
IN,46383,"INDIANA STATE",0.07
IN,46384,"INDIANA STATE",0.07
IN,46385,"INDIANA STATE",0.07
IN,46390,"INDIANA STATE",0.07
IN,46391,"INDIANA STATE",0.07
IN,46392,"INDIANA STATE",0.07
IN,46393,"INDIANA STATE",0.07
IN,46394,"INDIANA STATE",0.07
IN,46401,"INDIANA STATE",0.07
IN,46402,"INDIANA STATE",0.07
IN,46403,"INDIANA STATE",0.07
IN,46404,"INDIANA STATE",0.07
IN,46405,"INDIANA STATE",0.07
IN,46406,"INDIANA STATE",0.07
IN,46407,"INDIANA STATE",0.07
IN,46408,"INDIANA STATE",0.07
IN,46409,"INDIANA STATE",0.07
IN,46410,"INDIANA STATE",0.07
IN,46411,"INDIANA STATE",0.07
IN,46501,"INDIANA STATE",0.07
IN,46502,"INDIANA STATE",0.07
IN,46504,"INDIANA STATE",0.07
IN,46506,"INDIANA STATE",0.07
IN,46507,"INDIANA STATE",0.07
IN,46508,"INDIANA STATE",0.07
IN,46510,"INDIANA STATE",0.07
IN,46511,"INDIANA STATE",0.07
IN,46513,"INDIANA STATE",0.07
IN,46514,"INDIANA STATE",0.07
IN,46515,"INDIANA STATE",0.07
IN,46516,"INDIANA STATE",0.07
IN,46517,"INDIANA STATE",0.07
IN,46524,"INDIANA STATE",0.07
IN,46526,"INDIANA STATE",0.07
IN,46527,"INDIANA STATE",0.07
IN,46528,"INDIANA STATE",0.07
IN,46530,"INDIANA STATE",0.07
IN,46531,"INDIANA STATE",0.07
IN,46532,"INDIANA STATE",0.07
IN,46534,"INDIANA STATE",0.07
IN,46536,"INDIANA STATE",0.07
IN,46537,"INDIANA STATE",0.07
IN,46538,"INDIANA STATE",0.07
IN,46539,"INDIANA STATE",0.07
IN,46540,"INDIANA STATE",0.07
IN,46542,"INDIANA STATE",0.07
IN,46543,"INDIANA STATE",0.07
IN,46544,"INDIANA STATE",0.07
IN,46545,"INDIANA STATE",0.07
IN,46546,"INDIANA STATE",0.07
IN,46550,"INDIANA STATE",0.07
IN,46552,"INDIANA STATE",0.07
IN,46553,"INDIANA STATE",0.07
IN,46554,"INDIANA STATE",0.07
IN,46555,"INDIANA STATE",0.07
IN,46556,"INDIANA STATE",0.07
IN,46561,"INDIANA STATE",0.07
IN,46562,"INDIANA STATE",0.07
IN,46563,"INDIANA STATE",0.07
IN,46565,"INDIANA STATE",0.07
IN,46567,"INDIANA STATE",0.07
IN,46570,"INDIANA STATE",0.07
IN,46571,"INDIANA STATE",0.07
IN,46572,"INDIANA STATE",0.07
IN,46573,"INDIANA STATE",0.07
IN,46574,"INDIANA STATE",0.07
IN,46580,"INDIANA STATE",0.07
IN,46581,"INDIANA STATE",0.07
IN,46582,"INDIANA STATE",0.07
IN,46590,"INDIANA STATE",0.07
IN,46595,"INDIANA STATE",0.07
IN,46601,"INDIANA STATE",0.07
IN,46613,"INDIANA STATE",0.07
IN,46614,"INDIANA STATE",0.07
IN,46615,"INDIANA STATE",0.07
IN,46616,"INDIANA STATE",0.07
IN,46617,"INDIANA STATE",0.07
IN,46619,"INDIANA STATE",0.07
IN,46624,"INDIANA STATE",0.07
IN,46626,"INDIANA STATE",0.07
IN,46628,"INDIANA STATE",0.07
IN,46634,"INDIANA STATE",0.07
IN,46635,"INDIANA STATE",0.07
IN,46637,"INDIANA STATE",0.07
IN,46660,"INDIANA STATE",0.07
IN,46680,"INDIANA STATE",0.07
IN,46699,"INDIANA STATE",0.07
IN,46701,"INDIANA STATE",0.07
IN,46702,"INDIANA STATE",0.07
IN,46703,"INDIANA STATE",0.07
IN,46704,"INDIANA STATE",0.07
IN,46705,"INDIANA STATE",0.07
IN,46706,"INDIANA STATE",0.07
IN,46710,"INDIANA STATE",0.07
IN,46711,"INDIANA STATE",0.07
IN,46713,"INDIANA STATE",0.07
IN,46714,"INDIANA STATE",0.07
IN,46721,"INDIANA STATE",0.07
IN,46723,"INDIANA STATE",0.07
IN,46725,"INDIANA STATE",0.07
IN,46730,"INDIANA STATE",0.07
IN,46731,"INDIANA STATE",0.07
IN,46732,"INDIANA STATE",0.07
IN,46733,"INDIANA STATE",0.07
IN,46737,"INDIANA STATE",0.07
IN,46738,"INDIANA STATE",0.07
IN,46740,"INDIANA STATE",0.07
IN,46741,"INDIANA STATE",0.07
IN,46742,"INDIANA STATE",0.07
IN,46743,"INDIANA STATE",0.07
IN,46745,"INDIANA STATE",0.07
IN,46746,"INDIANA STATE",0.07
IN,46747,"INDIANA STATE",0.07
IN,46748,"INDIANA STATE",0.07
IN,46750,"INDIANA STATE",0.07
IN,46755,"INDIANA STATE",0.07
IN,46759,"INDIANA STATE",0.07
IN,46760,"INDIANA STATE",0.07
IN,46761,"INDIANA STATE",0.07
IN,46763,"INDIANA STATE",0.07
IN,46764,"INDIANA STATE",0.07
IN,46765,"INDIANA STATE",0.07
IN,46766,"INDIANA STATE",0.07
IN,46767,"INDIANA STATE",0.07
IN,46769,"INDIANA STATE",0.07
IN,46770,"INDIANA STATE",0.07
IN,46771,"INDIANA STATE",0.07
IN,46772,"INDIANA STATE",0.07
IN,46773,"INDIANA STATE",0.07
IN,46774,"INDIANA STATE",0.07
IN,46776,"INDIANA STATE",0.07
IN,46777,"INDIANA STATE",0.07
IN,46778,"INDIANA STATE",0.07
IN,46779,"INDIANA STATE",0.07
IN,46780,"INDIANA STATE",0.07
IN,46781,"INDIANA STATE",0.07
IN,46782,"INDIANA STATE",0.07
IN,46783,"INDIANA STATE",0.07
IN,46784,"INDIANA STATE",0.07
IN,46785,"INDIANA STATE",0.07
IN,46786,"INDIANA STATE",0.07
IN,46787,"INDIANA STATE",0.07
IN,46788,"INDIANA STATE",0.07
IN,46789,"INDIANA STATE",0.07
IN,46791,"INDIANA STATE",0.07
IN,46792,"INDIANA STATE",0.07
IN,46793,"INDIANA STATE",0.07
IN,46794,"INDIANA STATE",0.07
IN,46795,"INDIANA STATE",0.07
IN,46796,"INDIANA STATE",0.07
IN,46797,"INDIANA STATE",0.07
IN,46798,"INDIANA STATE",0.07
IN,46799,"INDIANA STATE",0.07
IN,46802,"INDIANA STATE",0.07
IN,46803,"INDIANA STATE",0.07
IN,46804,"INDIANA STATE",0.07
IN,46805,"INDIANA STATE",0.07
IN,46806,"INDIANA STATE",0.07
IN,46807,"INDIANA STATE",0.07
IN,46808,"INDIANA STATE",0.07
IN,46809,"INDIANA STATE",0.07
IN,46814,"INDIANA STATE",0.07
IN,46815,"INDIANA STATE",0.07
IN,46816,"INDIANA STATE",0.07
IN,46818,"INDIANA STATE",0.07
IN,46819,"INDIANA STATE",0.07
IN,46825,"INDIANA STATE",0.07
